48,3274.465523
48.0001,3274.470000
48.0002,3274.474463
48.0003,3274.483403
48.0004,3274.492343
48.0005,3274.501283
48.0006,3274.510223
48.0007,3274.519163
48.0008,3274.528103
48.0009,3274.537043
48.0010,3274.545983
48.0011,3274.554923
48.0012,3274.563863
48.0013,3274.572804
48.0014,3274.581744
48.0015,3274.590684
48.0016,3274.599624
48.0017,3274.608565
48.0018,3274.617505
48.0019,3274.626445
48.0020,3274.635385
48.0021,3274.644326
48.0022,3274.653266
48.0023,3274.662206
48.0024,3274.671147
48.0025,3274.680087
48.0026,3274.689028
48.0027,3274.697968
48.0028,3274.706908
48.0029,3274.715849
48.0030,3274.724789
48.0031,3274.73373
48.0032,3274.74267
48.0033,3274.751611
48.0034,3274.760552
48.0035,3274.769492
48.0036,3274.778433
48.0037,3274.787373
48.0038,3274.796314
48.0039,3274.805255
48.0040,3274.814195
48.0041,3274.823136
48.0042,3274.832077
48.0043,3274.841017
48.0044,3274.849958
48.0045,3274.858899
48.0046,3274.867839
48.0047,3274.87678
48.0048,3274.885721
48.0049,3274.894662
48.0050,3274.903603
48.0051,3274.912544
48.0052,3274.921484
48.0053,3274.930425
48.0054,3274.939366
48.0055,3274.948307
48.0056,3274.957248
48.0057,3274.966189
48.0058,3274.97513
48.0059,3274.984071
48.0060,3274.993012
48.0061,3275.001953
48.0062,3275.010894
48.0063,3275.019835
48.0064,3275.028776
48.0065,3275.037717
48.0066,3275.046658
48.0067,3275.055599
48.0068,3275.064541
48.0069,3275.073482
48.0070,3275.082423
48.0071,3275.091364
48.0072,3275.100305
48.0073,3275.109247
48.0074,3275.118188
48.0075,3275.127129
48.0076,3275.13607
48.0077,3275.145012
48.0078,3275.153953
48.0079,3275.162894
48.0080,3275.171836
48.0081,3275.180777
48.0082,3275.189718
48.0083,3275.19866
48.0084,3275.207601
48.0085,3275.216543
48.0086,3275.225484
48.0087,3275.234426
48.0088,3275.243367
48.0089,3275.252309
48.0090,3275.26125
48.0091,3275.270192
48.0092,3275.279133
48.0093,3275.288075
48.0094,3275.297016
48.0095,3275.305958
48.0096,3275.3149
48.0097,3275.323841
48.0098,3275.332783
48.0099,3275.341725
48.0100,3275.350666
48.0101,3275.359608
48.0102,3275.36855
48.0103,3275.377491
48.0104,3275.386433
48.0105,3275.395375
48.0106,3275.404317
48.0107,3275.413259
48.0108,3275.422201
48.0109,3275.431142
48.0110,3275.440084
48.0111,3275.449026
48.0112,3275.457968
48.0113,3275.46691
48.0114,3275.475852
48.0115,3275.484794
48.0116,3275.493736
48.0117,3275.502678
48.0118,3275.51162
48.0119,3275.520562
48.0120,3275.529504
48.0121,3275.538446
48.0122,3275.547388
48.0123,3275.55633
48.0124,3275.565272
48.0125,3275.574214
48.0126,3275.583157
48.0127,3275.592099
48.0128,3275.601041
48.0129,3275.609983
48.0130,3275.618925
48.0131,3275.627868
48.0132,3275.63681
48.0133,3275.645752
48.0134,3275.654694
48.0135,3275.663637
48.0136,3275.672579
48.0137,3275.681521
48.0138,3275.690464
48.0139,3275.699406
48.0140,3275.708349
48.0141,3275.717291
48.0142,3275.726233
48.0143,3275.735176
48.0144,3275.744118
48.0145,3275.753061
48.0146,3275.762003
48.0147,3275.770946
48.0148,3275.779888
48.0149,3275.788831
48.0150,3275.797774
48.0151,3275.806716
48.0152,3275.815659
48.0153,3275.824601
48.0154,3275.833544
48.0155,3275.842487
48.0156,3275.851429
48.0157,3275.860372
48.0158,3275.869315
48.0159,3275.878257
48.0160,3275.8872
48.0161,3275.896143
48.0162,3275.905086
48.0163,3275.914029
48.0164,3275.922971
48.0165,3275.931914
48.0166,3275.940857
48.0167,3275.9498
48.0168,3275.958743
48.0169,3275.967686
48.0170,3275.976629
48.0171,3275.985572
48.0172,3275.994515
48.0173,3276.003457
48.0174,3276.0124
